cell_id,is_interior,contains_target_keyword,referenced_by_script_count
"Bal Fell, Inner Shrine",True,False,0
"Bal Fell, Outer Shrine",True,False,0
"Bal Fell, West Wing",True,False,0
Bal Isra,False,False,4
Bal Ur,False,False,0
"Bal Ur, Shrine",True,False,0
"Bal Ur, Underground",True,False,0
Balmora,False,False,6
"Balmora, Astius Hanotepelus' House",True,False,0
"Balmora, Balyn Omarel's House",True,False,0
"Balmora, Caius Cosades' House",True,False,0
"Balmora, Clagius Clanler: Outfitter",True,False,0
"Balmora, Council Club",True,False,0
"Balmora, Dorisa Darvel: Bookseller",True,False,0
"Balmora, Dralasa Nithryon: Pawnbroker",True,False,0
"Balmora, Dralcea Arethi's House",True,False,0
"Balmora, Dralosa Athren's House",True,False,0
"Balmora, Drarayne Thelas' House",True,False,0
"Balmora, Drarayne Thelas' Storage",True,False,0
"Balmora, Dura gra-Bol's House",True,False,0
"Balmora, Eastern Guard Tower",True,False,0
"Balmora, Eight Plates",True,False,0
"Balmora, Fast Eddie's House",True,False,0
"Balmora, Guild of Fighters",True,False,0
"Balmora, Guild of Mages",True,False,0
"Balmora, Hecerinde's House",True,False,0
"Balmora, Hlaalo Manor",True,False,0
"Balmora, Hlaalu Council Manor",True,False,0
"Balmora, Itan's House",True,False,0
"Balmora, Karlirah's House",True,False,0
"Balmora, Lucky Lockup",True,False,0
"Balmora, Meldor: Armorer",True,False,0
"Balmora, Milie Hastien: Fine Clothier",True,False,0
"Balmora, Morag Tong Guild",True,False,0
"Balmora, Nalcarya of White Haven: Fine Alchemist",True,False,0
"Balmora, Nerano Manor",True,False,0
"Balmora, Nine Toes' House",True,False,0
"Balmora, Ra'Virr: Trader",True,False,0
"Balmora, Rarayn Radarys' House",True,False,0
"Balmora, Rithleen's House",True,False,0
"Balmora, South Wall Cornerclub",True,False,0
"Balmora, Temple",True,False,0
"Balmora, The Razor Hole",True,False,0
"Balmora, Tsiya's House",True,False,0
"Balmora, Tyermaillin's House",True,False,0
"Balmora, Tyravel Manor",True,False,0
"Balmora, Vorar Helas' House",True,False,0
"Balmora, Vori's House",True,False,0
"Balmora, Western Guard Tower North",True,False,0
"Balmora, Western Guard Tower South",True,False,0
Balur's Farmhouse,True,False,0
"Bamz-Amschend, Hall of Wails",True,False,0
"Bamz-Amschend, Hall of Winds",True,False,0
"Bamz-Amschend, Hearthfire Hall",True,False,0
"Bamz-Amschend, King's Walk",True,False,0
"Bamz-Amschend, Passage of Whispers",True,False,0
"Bamz-Amschend, Passage of the Walker",True,False,0
"Bamz-Amschend, Radac's Forge",True,False,0
"Bamz-Amschend, Skybreak Gallery",True,False,0
Band Egg Mine,True,False,0
Baram Ancestral Tomb,True,False,0
Bensamsi,True,False,0
"Bensiberib Camp, Odaishah's Yurt",True,False,0
Beran Ancestral Tomb,True,False,0
Berandas,False,False,1
"Berandas, Keep, Bottom Level",True,False,0
"Berandas, Keep, Top Level",True,False,0
"Berandas, Propylon Chamber",True,False,1
"Berandas, Underground",True,False,0
Beshara,True,False,0
Big Head's Shack,True,False,0
Bthanchend,True,False,0
Bthuand,True,False,0
Bthungthumz,True,False,0
Buckmoth Legion Fort,False,False,0
"Buckmoth Legion Fort, Interior",True,False,0
"Buckmoth Legion Fort, Prison",True,False,0
"Buckmoth Legion Fort, Towers",True,False,0
Caldera,False,False,3
Caldera Mine,True,False,0
"Caldera, Bashuk gra-Bat's House",True,False,0
"Caldera, Canodia Felannus' House",True,False,0
"Caldera, Dro'Shavir's House",True,False,0
"Caldera, Elmussa Damori's House",True,False,0
"Caldera, Falanaamo: Clothier",True,False,0
"Caldera, Ghorak Manor",True,False,1
"Caldera, Governor's Hall",True,False,0
"Caldera, Guild of Mages",True,False,0
"Caldera, Hodlismod: Armorer",True,False,0
"Caldera, Irgola: Pawnbroker",True,False,0
"Caldera, Keel-Raniur's House",True,False,0
"Caldera, Mining Bunkhouse",True,False,0
"Caldera, Mining Company Office",True,False,0
"Caldera, Mining Guard Tower",True,False,0
"Caldera, Nedhelas' House",True,False,0
"Caldera, North Guard Towers",True,False,0
"Caldera, Odairan Ashummi-Ammus' House",True,False,0
"Caldera, Shenk's Shovel",True,False,0
"Caldera, Slave Shack One",True,False,0
"Caldera, Slave Shack Two",True,False,0
"Caldera, South Guard Towers",True,False,0
"Caldera, Surane Leoriane's House",True,False,0
"Caldera, Valvius Mevureius' House",True,False,0
"Caldera, Verick Gemain: Trader",True,False,0
Cavern of the Incarnate,True,False,0
Character Stuff Wonderland,True,False,0
"Chun-Ook, Cabin",True,False,0
"Chun-Ook, Lower Level",True,False,0
"Chun-Ook, Upper Level",True,False,0
Clutter Warehouse - Everything Must Go!,True,False,0
Corprusarium,True,False,1
Corprusarium Bowels,True,False,0
Dagon Fel,False,False,0
"Dagon Fel, Andre Maul's Tower",True,False,0
"Dagon Fel, Anja Swift-Sailer's House",True,False,0
"Dagon Fel, End of the World Renter Rooms",True,False,0
"Dagon Fel, Fanar Fork-Beard's House",True,False,0
"Dagon Fel, Fjorrod's House",True,False,0
"Dagon Fel, Greidil Half-Troll's House",True,False,0
"Dagon Fel, Heifnir: Trader",True,False,0
"Dagon Fel, Hurg's House",True,False,0
"Dagon Fel, Itar the Gentle's House",True,False,0
"Dagon Fel, Mette's House",True,False,0
"Dagon Fel, Onmi Hard-mouth's House",True,False,0
"Dagon Fel, Sorkvild's Tower",True,False,0
"Dagon Fel, The End of the World",True,False,0
"Dagon Fel, Vacant Tower",True,False,0
"Dagon Fel, Watch Tower",True,False,0
Dagoth Ur,False,False,0
"Dagoth Ur, Facility Cavern",True,False,0
"Dagoth Ur, Inner Facility",True,False,0
"Dagoth Ur, Inner Tower",True,False,0
"Dagoth Ur, Lower Facility",True,False,0
"Dagoth Ur, Outer Facility",True,False,0
Dareleth Ancestral Tomb,True,False,0
"Derelict Shipwreck, Cabin",True,False,0
"Derelict Shipwreck, Lower Level",True,False,0
"Derelict Shipwreck, Upper Level",True,False,0
"Deserted Shipwreck, Cabin",True,False,0
"Deserted Shipwreck, Lower Level",True,False,0
"Deserted Shipwreck, Upper Level",True,False,0
"Desolate Shipwreck, Cabin",True,False,0
"Desolate Shipwreck, Lower Level",True,False,0
"Desolate Shipwreck, Upper Level",True,False,0
Dirara's Farmhouse,True,False,0
Dissapla Mine,True,False,0
Dralas Ancestral Tomb,True,False,0
Drath Ancestral Tomb,True,False,0
Draugr Test,True,False,0
Dreloth Ancestral Tomb,True,False,0
Dren Plantation,False,False,0
"Dren Plantation, Doves' Shack",True,False,0
"Dren Plantation, Dren's Villa",True,False,0
"Dren Plantation, Guardhouse",True,False,0
"Dren Plantation, Helvi's Shack",True,False,0
"Dren Plantation, Hlevala's Shack",True,False,0
"Dren Plantation, Rethan's Shack",True,False,0
"Dren Plantation, Shipping House",True,False,0
"Dren Plantation, Storage Shack",True,False,0
"Dren Plantation, Tower Shack",True,False,0
"Dren Plantation, Verethi and Dralor",True,False,0
Drethan Ancestral Tomb,True,False,0
Drinith Ancestral Tomb,True,False,0
Drulene Falen's Hut,True,False,0
"Druscashti, Lower Level",True,False,0
"Druscashti, Upper Level",True,False,1
Dubdilla,True,False,1
"Dubdilla, Uncharted Caverns",True,False,0
"Dubdilla, Uncharted Caverns, Lower",True,False,0
Dulo Ancestral Tomb,True,False,0
Dun-Ahhe,True,False,0
Dunirai Caverns,True,False,0
"Dushariran, Shrine",True,False,0
"Ebernanit, Shrine",True,False,0
Ebonheart,False,False,5
"Ebonheart, Argonian Mission",True,False,1
"Ebonheart, East Empire Company Hall",True,False,0
"Ebonheart, East Empire North Warehouse",True,False,0
"Ebonheart, East Empire South Warehouse",True,False,0
"Ebonheart, Grand Council Chambers",True,False,1
"Ebonheart, Grand Council Chambers Tower",True,False,0
"Ebonheart, Hawkmoth Legion Garrison",True,False,1
"Ebonheart, Hawkmoth Towers",True,False,0
"Ebonheart, Imperial Chapels",True,False,0
"Ebonheart, Imperial Commission",True,False,0
"Ebonheart, Imperial Guard Garrison",True,False,0
"Ebonheart, Six Fishes",True,False,0
"Ebonheart, Skyrim Mission",True,False,0
"Ebonheart, Underground Caves",True,False,0
"Elanius Camp, Yapal's Yurt",True,False,0
"Elf-Skerring, Cabin",True,False,0
"Elf-Skerring, Lower Level",True,False,0
"Elf-Skerring, Upper Level",True,False,0
Elith-Pal Mine,True,False,0
Eluba-Addon Egg Mine,True,False,2
Eluba-Addon Grotto,True,False,0
"Endusal, Kagrenac's study",True,False,0
Erabenimsun Camp,False,False,0
"Erabenimsun Camp, Addut-Lamanu's Yurt",True,False,0
"Erabenimsun Camp, Ainab's Yurt",True,False,0
"Erabenimsun Camp, Ashkhan's Yurt",True,False,0
"Erabenimsun Camp, Ashu-Ahhe's Yurt",True,False,0
"Erabenimsun Camp, Assemmus' Yurt",True,False,0
"Erabenimsun Camp, Han-Ammu's Yurt",True,False,0
"Erabenimsun Camp, Massarapal's Yurt",True,False,0
"Erabenimsun Camp, Ranabi's Yurt",True,False,0
"Erabenimsun Camp, Salattanat's Yurt",True,False,0
"Erabenimsun Camp, Wise Woman's Yurt",True,False,0
Eretammus-Sennammu Egg Mine,True,False,2
"Esutanamus, Shrine",True,False,0
Fadathram Ancestral Tomb,True,False,0
"Fair Helas, Cabin",True,False,0
"Fair Helas, Lower Level",True,False,0
"Fair Helas, Upper Level",True,False,0
Falas Ancestral Tomb,True,False,0
Falasmaryon,False,False,1
"Falasmaryon, Lower Level",True,False,0
"Falasmaryon, Missun Akin's Hut",True,False,0
"Falasmaryon, Propylon Chamber",True,False,1
"Falasmaryon, Sewers",True,False,0
"Falasmaryon, Upper Level",True,False,0
Falensarano,False,False,1
"Falensarano, Lower Level",True,False,0
"Falensarano, Propylon Chamber",True,False,1
"Falensarano, Upper Level",True,False,0
"Falvillo's Endeavor, Cabin",True,False,0
"Falvillo's Endeavor, Lower Level",True,False,0
"Falvilo's Endeavor, Upper Level",True,False,0
Favel Ancestral Tomb,True,False,0
Fields of Kummu,False,False,1
Forgotten Shipwreck,True,False,0
"Forgotten Vaults of Anudnabia, Forge of Hilbongard",True,False,0
Fort Frostmoth,False,False,1
"Fort Frostmoth, Armory",True,False,0
"Fort Frostmoth, Carius' Chambers",True,False,0
"Fort Frostmoth, Curtain Wall",True,False,0
"Fort Frostmoth, General Quarters",True,False,0
"Fort Frostmoth, General Quarters, Upper Level",True,False,0
"Fort Frostmoth, Imperial Cult Shrine",True,False,2
"Fort Frostmoth, Prison",True,False,0
"Fort Frostmoth, Supply Room",True,False,0
"Galom Daeus, Entry",True,False,1
"Galom Daeus, Observatory",True,False,0
Ghostgate,False,False,6
"Ghostgate, Temple",True,False,0
"Ghostgate, Tower of Dawn",True,False,0
"Ghostgate, Tower of Dawn Lower Level",True,False,0
"Ghostgate, Tower of Dusk",True,False,0
"Ghostgate, Tower of Dusk Lower Level",True,False,0
Gimothran Ancestral Tomb,True,False,0
Ginith Ancestral Tomb,True,False,0
Gnaar Mok,False,False,1
"Gnaar Mok, Anglalos's Shack",True,False,0
"Gnaar Mok, Arenim Manor",True,False,0
"Gnaar Mok, Caryarel's Shack",True,False,0
"Gnaar Mok, Druegh-jigger's Rest",True,False,0
"Gnaar Mok, Jerian Dolbanitte's Shack",True,False,0
"Gnaar Mok, Mush-Mere's Shack",True,False,0
"Gnaar Mok, Nadene Rotheran's Shack",True,False,0
"Gnaar Mok, Rostlogi's Shack",True,False,0
Gnisis,False,False,8
"Gnisis, Abelmawia Hut",True,False,0
"Gnisis, Almu Cave Dwelling",True,False,0
"Gnisis, Arvs-Drelen",True,False,1
"Gnisis, Barracks",True,False,0
"Gnisis, Bethamez",True,False,0
"Gnisis, Dinadad Hut",True,False,0
"Gnisis, Eggmine",True,False,0
"Gnisis, Fort Darius",True,False,0
"Gnisis, Lasamsi Cave Dwelling",True,False,0
"Gnisis, Lower Eggmine",True,False,0
"Gnisis, Madach Tradehouse",True,False,0
"Gnisis, Man-llu Hut",True,False,0
"Gnisis, Mantiti Cave Dwelling",True,False,0
"Gnisis, Shand Hut",True,False,0
"Gnisis, Shishara Hut",True,False,0
"Gnisis, Tansumiran Cave Dwelling",True,False,0
"Gnisis, Temple",True,False,0
"Gnisis, Underground Stream",True,False,0
"Gnisis, Vabdas Hut",True,False,0
"Gnisis, Yahaz Hut",True,False,0
Gro-Bagrat Plantation,True,False,0
"Grytewake, Cabin",True,False,0
"Grytewake, Lower Level",True,False,0
"Grytewake, Upper Level",True,False,0
Habinbaes,True,False,0
Hairat-Vassamsi Egg Mine,True,False,2
"Hairat-Vassamsi Egg Mine, Queen's Lair",True,False,2
Halit Mine,True,False,0
Hanud,True,False,0
"Hanud, Tower",True,False,0
Hassour,True,False,0
"Hassour, Shrine",True,False,0
Hawia Egg Mine,True,False,0
Helan Ancestral Tomb,True,False,0
Helas Ancestral Tomb,True,False,0
Heleran Ancestral Tomb,True,False,0
Heran Ancestral Tomb,True,False,0
Hinnabi,True,False,0
Hla Oad,False,False,0
"Hla Oad, Fadila Balvel's House",True,False,0
"Hla Oad, Fatleg's Drop Off",True,False,0
"Hla Oad, Murudius Flaeus's House",True,False,0
"Hla Oad, Okur's House",True,False,0
"Hla Oad, Relien Rirne's House",True,False,0
"Hla Oad, Shurkul gro-Sharga's House",True,False,0
Hlaalu Ancestral Tomb,True,False,0
Hleran Ancestral Tomb,True,False,0
Hlervi Ancestral Tomb,True,False,0
Hlervu Ancestral Tomb,True,False,0
Hlormaren,False,False,1
"Hlormaren, Dome",True,False,0
"Hlormaren, Keep, Bottom Level",True,False,0
"Hlormaren, Keep, Top Level",True,False,0
"Hlormaren, Propylon Chamber",True,False,1
"Hlormaren, Sewers",True,False,0
"Hlormaren, Underground",True,False,0
Holamayan,False,False,1
Holamayan Monastery,True,False,1
Ibar-Dad,True,False,1
"Ibishammus, Shrine",True,False,0
Ienith Ancestral Tomb,True,False,0
"Ihinipalit, Shrine",True,False,0
Ilanipu Grotto,True,False,0
"Ilunibi, Blackened Heart",True,False,0
"Ilunibi, Carcass of the Saint",True,False,0
"Ilunibi, Marowak's Spine",True,False,0
"Ilunibi, Soul's Rattle",True,False,0
"Ilunibi, Tainted Marrow",True,False,0
Imperial Prison Ship,True,False,1
Inanius Egg Mine,True,False,2
Indalen Ancestral Tomb,True,False,0
Indaren Ancestral Tomb,True,False,0
Indarys Manor,True,False,0
"Indarys Manor, Berendas' House",True,False,0
"Indarys Manor, Manor Services",True,False,1
"Indarys Manor, Raram's House",True,False,1
Indoranyon,True,False,1
"Indoranyon, Propylon Chamber",True,False,1
"Kaushtababi Camp, Adibael's Yurt",True,False,0
"Kaushtarari, Shrine",True,False,0
Khartag Point,False,False,1
Khuul,False,False,0
"Khuul, Aldi's Shack",True,False,0
"Khuul, Brurid's Shack",True,False,0
"Khuul, Endris Dilmyn's Shack",True,False,0
"Khuul, Helga's Shack",True,False,0
"Khuul, Miron Garer's Shack",True,False,0
"Khuul, Nelmyne Andules's Shack",True,False,0
"Khuul, Rivame Samandas's Shack",True,False,0
"Khuul, Svadstar's Shack",True,False,0
"Khuul, Thongar's Tradehouse",True,False,0
Koal Cave,True,False,1
Koal Cave Entrance,False,False,2
Kogoruhn,False,False,1
"Kogoruhn, Bleeding Heart",True,False,0
"Kogoruhn, Charma's Breath",True,False,0
"Kogoruhn, Dome of Pollock's Eve",True,False,0
"Kogoruhn, Dome of Urso",True,False,0
"Kogoruhn, Hall of Maki",True,False,0
"Kogoruhn, Hall of Phisto",True,False,0
"Kogoruhn, Hall of the Watchful Touch",True,False,0
"Kogoruhn, Nabith Waterway",True,False,0
"Kogoruhn, Temple of Fey",True,False,0
"Kogoruhn, Vault of Aerode",True,False,0
Kora-Dur,True,False,1
Kudanat,True,False,0
Kumarahaz,True,False,0
Kunirai,True,False,0
"Kushtashpi, Shrine",True,False,0
Llando Ancestral Tomb,True,False,0
Lleran Ancestral Tomb,True,False,0
Llervu Ancestral Tomb,True,False,0
Llirala's Shack,True,False,0
Llovyn's Farmhouse,True,False,0
"Lonely Shipwreck, Cabin",True,False,0
"Lonely Shipwreck, Lower Level",True,False,0
"Lonely Shipwreck, Upper Level",True,False,0
"Lonesome Shipwreck, Cabin",True,False,0
"Lonesome Shipwreck, Lower Level",True,False,0
"Lonesome Shipwreck, Upper Level",True,False,0
"Lost Shipwreck, Cabin",True,False,0
"Lost Shipwreck, Lower Level",True,False,0
"Lost Shipwreck, Upper Level",True,False,0
Maar Gan,False,False,0
"Maar Gan, Andus Tradehouse",True,False,0
"Maar Gan, Assi Serimilk's Hut",True,False,0
"Maar Gan, Assirari Zama-Rasour's Hut",True,False,0
"Maar Gan, Garry's Hut",True,False,0
"Maar Gan, Guard Tower 1",True,False,0
"Maar Gan, Guard Tower 2",True,False,0
"Maar Gan, Guard Tower 3",True,False,0
"Maar Gan, Huleen's Hut",True,False,0
"Maar Gan, Kind Erushara's Hut",True,False,0
"Maar Gan, Mabrelle Geles's Hut",True,False,0
"Maar Gan, Outpost",True,False,0
"Maar Gan, Shilipuran Zama-Rasour's Hut",True,False,0
"Maar Gan, Shrine",True,False,1
"Maar Gan, Tashpi Ashibael's Hut",True,False,0
"Maar Gan, Ulisamsi Shaddarnuran's Hut",True,False,0
"Maar Gan, Yeherradad's Hut",True,False,0
Maba-Ilu,True,False,0
Mababi,True,False,0
Madas Grotto,True,False,0
Madas-Zebba Egg Mine,True,False,2
"Maelkashishi, Shrine",True,False,0
"Maelkashishi, Shrine, Forgotten Galleries",True,False,0
Maelu Egg Mine,True,False,0
Maesa-Shammus Egg Mine,True,False,2
Magas Volar,True,False,1
Mallapi,True,False,0
Malmus Grotto,True,False,0
"Mamaea, Sanctum of Awakening",True,False,1
"Mamaea, Sanctum of Black Hope",True,False,1
"Mamaea, Shrine of Pitted Dreams",True,False,1
"Mamshar-Disamus Camp, Maesat's Yurt",True,False,0
Manat's Farmhouse,True,False,0
Mannammu,True,False,0
Maran-Adon,True,False,0
Marandus,False,False,1
"Marandus, Dome",True,False,0
"Marandus, Lower Level",True,False,0
"Marandus, Propylon Chamber",True,False,1
"Marandus, Upper Level",True,False,0
Maren Ancestral Tomb,True,False,0
Mark's Script Testing Cell,True,False,0
Mark's Vampire Test Cell,True,False,0
Marvani Ancestral Tomb,True,False,0
"Massahanud Camp, Sargon's Yurt",True,False,0
Massama Cave,True,False,0
Masseranit,True,False,0
Mat,True,False,0
Matus-Akin Egg Mine,True,False,2
"Matus-Akin Egg Mine, Queen's Lair",True,False,2
Mausur Caverns,True,False,0
Mawia,True,False,0
"Mila-Nipal, Manat's Yurt",True,False,0
Milk,True,False,0
Minabi,True,False,0
"Minabi, Bandit Lair",True,False,0
"Ministry of Truth, Hall of Processing",True,False,0
"Ministry of Truth, Holding Cells",True,False,0
"Ministry of Truth, Prison Keep",True,False,0
Missamsi,True,False,0
Missir-Dadalit Egg Mine,True,False,0
Molag Mar,False,False,1
"Molag Mar, Armigers Stronghold",True,False,0
"Molag Mar, Canalworks",True,False,0
"Molag Mar, Redoran Stronghold",True,False,0
"Molag Mar, Saetring the Nord: Smith",True,False,0
"Molag Mar, St. Veloth's Hostel",True,False,0
"Molag Mar, Temple",True,False,0
"Molag Mar, The Pilgrim's Rest",True,False,0
"Molag Mar, Underworks",True,False,0
