topic_id,dialogue_type,info_count,keyword_info_count,contains_target_keyword
Altmer,Topic,13,0,False
Altmer trainers,Topic,6,0,False
Alveleg,Topic,2,0,False
Alynu Aralen,Topic,2,0,False
Amulet of Ashamanu,Topic,2,0,False
Amulet of Unity,Topic,7,0,False
Anareren's Devil Tanto,Topic,9,0,False
Ancestral Tomb,Topic,2,0,False
Andasreth,Topic,5,0,False
Andrano Ancestral Tomb,Topic,2,0,False
Anes Vendu,Topic,6,0,False
Antecedents of Dwemer Law,Topic,17,0,False
Antonius Nuncius,Topic,14,0,False
Anumidium,Topic,6,0,False
Apelles Matius,Topic,5,0,False
Apographa,Topic,1,0,False
Apologies,Topic,9,0,False
Arch-Mage,Topic,5,0,False
Archmagister Gothren,Topic,3,0,False
Arena,Topic,1,0,False
Arethan Mandas,Topic,16,0,False
Argonian,Topic,5,0,False
Argonian Mission,Topic,1,0,False
Argonian neighbors,Topic,3,0,False
Argonians,Topic,5,0,False
Arkay,Topic,6,0,False
Arkngthand,Topic,1,0,False
Arnsa Thendas,Topic,5,0,False
Arobar Manor,Topic,7,0,False
Arvama Rathri,Topic,9,0,False
Arvel Manor,Topic,1,0,False
Arvel family,Topic,2,0,False
Ascadian Isles,Topic,12,0,False
Asciene Rane,Topic,2,0,False
Ash Yams,Topic,7,0,False
Ash Zombie,Topic,2,0,False
Ash woe,Topic,4,0,False
Ash-chancre,Topic,13,0,False
Asha-Ahhe Egg Mine,Topic,7,0,False
Ashalmawia,Topic,4,1,False
Ashalmimilkala,Topic,2,2,False
Ashimanu Mine,Topic,4,0,False
Ashkhan Kaushad,Topic,2,0,False
Ashlander challenges,Topic,4,0,False
Ashlander courtesy,Topic,4,0,False
Ashlander culture,Topic,4,0,False
Ashlander customs,Topic,6,0,False
Ashlander gifts,Topic,5,0,False
Ashlander nomadic camp style,Topic,2,0,False
Ashlander worship,Topic,1,0,False
Ashlanders,Topic,16,0,False
Ashlanders and foreigners,Topic,1,0,False
Ashlanders hate foreigners,Topic,7,0,False
Ashlanders in war,Topic,1,0,False
Ashlands,Topic,18,0,False
Ashstorms in Mournhold,Topic,4,0,False
Ashu-Ahhe,Topic,1,0,False
Assaba-Bentus,Topic,3,0,False
Assantus Hansar,Topic,7,0,False
Assemanu,Topic,1,0,False
Assernerairan,Topic,4,0,False
Ataxia,Topic,4,0,False
Athyn Llethan,Topic,1,0,False
Athyn Sarethi,Topic,4,0,False
Attack,Voice,487,0,False
Attack on guar hide trader,Topic,4,0,False
Audenian Valius,Topic,1,0,False
Aundae,Topic,3,0,False
Aurane Frernis,Topic,8,0,False
Auriel's Bow,Topic,13,0,False
Auriel's Shield,Topic,9,0,False
Avon Oran,Topic,2,0,False
Azura's Coast,Topic,17,0,False
Azura's Fool,Topic,1,1,False
B1_UnifyUrshilaku,Journal,8,0,False
B1_UrshilakuKill,Journal,2,0,False
B2_AhemmusaKill,Journal,2,0,False
B2_AhemmusaSafe,Journal,12,11,False
B2_AhemmusaWalk,Journal,2,1,False
B2a_Kausi,Journal,2,0,False
B2b_Dutadalk,Journal,2,0,False
B2c_Yenammu,Journal,2,0,False
B3_ZainabBride,Journal,16,0,False
B3_ZainabKill,Journal,2,0,False
B4_ErabenimsunKill,Journal,2,0,False
B4_HeartFire,Journal,3,0,False
B4_KillWarLovers,Journal,11,0,False
B4_Robe,Journal,3,0,False
B4_WarAxe,Journal,3,0,False
B4_WarLoverKill,Journal,2,0,False
B5_ArobarHort,Journal,6,0,False
B5_LlethriHort,Journal,6,0,False
B5_MorvaynHort,Journal,6,0,False
B5_RamoranHort,Journal,6,0,False
B5_RedoranBook,Journal,2,0,False
B5_RedoranHort,Journal,4,0,False
B5_SarethiHort,Journal,4,0,False
B5_VenimHort,Journal,5,0,False
B6_BeroHort,Journal,3,0,False
B6_CurioHort,Journal,5,0,False
B6_DrenHortator,Journal,2,0,False
B6_HlaaluBook,Journal,3,0,False
B6_HlaaluHort,Journal,2,0,False
B6_OmaniHort,Journal,4,0,False
B6_UlesHort,Journal,4,0,False
B6_YnglingHort,Journal,6,0,False
B7_AryonHort,Journal,5,0,False
B7_BaladasHort,Journal,4,0,False
B7_DrathaHort,Journal,6,0,False
B7_GothrenHort,Journal,5,0,False
B7_NelothHort,Journal,4,0,False
B7_TelvanniBook,Journal,2,0,False
B7_TelvanniHort,Journal,4,0,False
B7_TheranaHort,Journal,4,0,False
B8_All_Hortator,Journal,2,0,False
B8_All_Nerevarine,Journal,2,0,False
B8_BackDoor1,Journal,2,0,False
B8_BackDoor2,Journal,2,0,False
B8_BackDoor3,Journal,2,0,False
B8_BackDoor4,Journal,2,0,False
B8_BackDoor5,Journal,2,0,False
B8_BackDoor6,Journal,2,0,False
B8_Failed_Nerevarine,Journal,2,0,False
B8_MeetVivec,Journal,12,0,False
B8_Nibani_2_Vivec,Journal,2,0,False
BM_Airship,Journal,13,0,False
BM_Airship_a,Journal,3,0,False
BM_Airship_c,Journal,3,0,False
BM_BearHunt1,Journal,16,0,False
BM_BearHunt2,Journal,5,0,False
BM_Beasts,Journal,8,0,False
BM_Bloodskal01,Journal,1,0,False
BM_BrodirGrove,Journal,9,0,False
BM_CariusGone,Journal,8,0,False
BM_Ceremony1,Journal,5,0,False
BM_Ceremony2,Journal,5,1,False
BM_CursedCaptain,Journal,6,0,False
BM_CursedCaptain_a,Journal,2,0,False
BM_Draugr,Journal,16,5,False
BM_Earth,Journal,7,0,False
BM_Falmer,Journal,8,0,False
BM_FrostGiant1,Journal,14,0,False
BM_FrostGiant2,Journal,5,1,False
BM_FurArmor,Journal,3,0,False
BM_Ingmar,Journal,10,0,False
BM_Lycanthropycure,Journal,3,0,False
BM_MeadHall,Journal,11,0,False
BM_MeadHall_a,Journal,2,0,False
BM_MeadHall_b,Journal,3,0,False
BM_MeadHall_c,Journal,3,0,False
BM_Missionary,Journal,11,0,False
BM_MoonSugar,Journal,9,0,False
BM_Morale,Journal,16,0,False
BM_Retribution,Journal,9,0,False
BM_Rumors,Journal,4,0,False
BM_SadSeer,Journal,10,0,False
BM_SkaalAttack,Journal,10,0,False
BM_Smugglers,Journal,17,0,False
BM_Stones,Journal,14,0,False
BM_Sun,Journal,6,0,False
BM_Trees,Journal,6,0,False
BM_Trial,Journal,14,0,False
BM_Tymvaul,Journal,9,0,False
BM_Water,Journal,6,0,False
BM_WildHunt,Journal,30,3,False
BM_Wind,Journal,4,0,False
BM_WolfGiver,Journal,14,0,False
BM_WolfGiver_a,Journal,2,0,False
BM_WomanScorned,Journal,8,0,False
Background,Topic,71,0,False
Bacola Closcius,Topic,3,0,False
Bad Daedra,Topic,9,9,True
Bal Fell,Topic,8,4,False
Bal Molagmer,Topic,23,0,False
Bal Ur region,Topic,1,1,False
Baladas,Topic,17,0,False
Balen Andrano,Topic,3,0,False
Balmora,Topic,21,0,False
Balmora Fighters Guild,Topic,4,0,False
Balmora Mages Guild,Topic,1,0,False
Balmora Temple,Topic,1,0,False
Balur Salvu,Topic,1,0,False
Banden Indarys,Topic,9,0,False
Barenziah,Topic,21,0,False
Barilzar's Mazed Band,Topic,21,0,False
Baro Egnatius,Topic,6,0,False
Barracks,Topic,1,0,False
Baslod,Topic,4,0,False
Bastards,Topic,1,0,False
Bedal Alen,Topic,8,0,False
Beden Giladren,Topic,21,0,False
Beds,Topic,15,0,False
Belan makes the leaflets,Topic,2,0,False
Bels Uvenim,Topic,7,0,False
Beluelle's silver bowl,Topic,11,0,False
Berne,Topic,3,0,False
Bethamez,Topic,9,0,False
Betmeri,Topic,4,0,False
Beyte Fyr,Topic,1,0,False
BiPolar Blade,Topic,9,0,False
Big Helende,Topic,9,0,False
Bitter Coast,Topic,8,0,False
Bitter Coast region,Topic,2,0,False
Bitter Cup,Topic,16,0,False
Bivale Teneran,Topic,11,0,False
Black Dart Gang,Topic,10,0,False
Black Jinx,Topic,20,0,False
Black Marsh,Topic,5,0,False
Black-heart,Topic,4,0,False
Blades,Topic,20,0,False
Blades Apprentice,Topic,3,0,False
Blades Trainers,Topic,16,0,False
Bloodmoon Prophecy,Topic,6,0,False
Bloodworm Helm,Topic,9,0,False
Boethiah's Pillow Book,Topic,10,0,False
Bologra,Topic,1,0,False
Bolvyn Venim,Topic,12,0,False
Bonemeal,Topic,3,0,False
Bonewalker,Topic,3,0,False
Boots of Blinding Speed,Topic,11,0,False
Boots of the Apostle,Topic,20,3,False
Bosmer,Topic,5,0,False
Bow of Shadows,Topic,9,0,False
Bralen Carvaren,Topic,15,0,False
Brallion,Topic,5,0,False
Brallion's Ring,Topic,25,0,False
Brara Morvayn,Topic,7,0,False
Braynas Hlervu,Topic,2,0,False
Breton,Topic,5,0,False
Bribe Fail,Persuasion,20,0,False
Bribe Success,Persuasion,20,0,False
Brilnosu Llarys,Topic,8,1,False
Brodir Grove,Topic,1,0,False
Brood of Lord Irarak,Topic,3,0,False
Brown Rot,Topic,4,0,False
Bthuand,Topic,1,0,False
Buoyant Armigers,Topic,20,0,False
C0_Act_C,Journal,11,0,False
C0_Act_C_Expo,Journal,2,1,False
C2_Sunder,Journal,2,0,False
C3_DestroyDagoth,Journal,5,1,False
CO_1,Journal,8,0,False
CO_10,Journal,13,0,False
CO_11,Journal,8,0,False
CO_12,Journal,6,0,False
CO_12a,Journal,8,0,False
CO_13,Journal,9,0,False
CO_13a,Journal,8,0,False
CO_2,Journal,11,0,False
CO_3,Journal,9,0,False
CO_3a,Journal,3,0,False
CO_3b,Journal,3,0,False
CO_4,Journal,11,0,False
CO_5,Journal,13,0,False
CO_6,Journal,12,0,False
CO_6a,Journal,7,0,False
CO_7,Journal,12,0,False
CO_8,Journal,9,0,False
CO_8a,Journal,6,0,False
CO_9,Journal,9,0,False
CO_9a,Journal,11,0,False
CO_Choice,Journal,5,0,False
CO_Estate,Journal,6,0,False
CX_BackPath,Journal,9,0,False
Caius Cosades,Topic,16,0,False
Calcinator,Topic,2,0,False
Caldera,Topic,12,0,False
Caldera Mining Company,Topic,2,0,False
Caldera ebony mines,Topic,16,0,False
Caldera mining contracts,Topic,30,0,False
Calvario,Topic,3,0,False
Camonna Tong,Topic,44,0,False
Canctunian Ponius,Topic,2,0,False
Captain Carius,Topic,16,0,False
Carecalmo,Topic,2,0,False
Carnius Magius,Topic,31,0,False
Caryarel,Topic,10,0,False
Cassius Olcinius,Topic,5,0,False
Castle Karstaag,Topic,7,0,False
Census and Excise agent,Topic,8,0,False
Chair of Dwemer Studies,Topic,1,0,False
Chanthrax,Topic,4,0,False
Chapel Limeware Bowl,Topic,5,0,False
Chills,Topic,4,0,False
Chimarvamidium,Topic,21,0,False
Chimer,Topic,2,0,False
Chronicles of Nchuleft,Topic,25,0,False
Chrysamere,Topic,19,0,False
Ciralinde,Topic,6,0,False
Cleaver of St. Felms,Topic,10,0,False
Clockwork City,Topic,1,0,False
Cloudcleaver,Topic,11,0,False
Collywobbles,Topic,4,0,False
Colony_update,Journal,7,0,False
Conjuration expert,Topic,16,0,False
Corky,Topic,6,0,False
Corprus,Topic,4,0,False
Corprus Stalker,Topic,17,0,False
Corprusarium,Topic,5,0,False
Council Club,Topic,1,0,False
Counsel,Topic,14,0,False
Crassius Curio,Topic,3,0,False
Crimson Plague,Topic,11,0,False
Crosier of St. Llothis,Topic,10,0,False
Cuirass of the Savior's Hide,Topic,9,0,False
Cunius Pelelius,Topic,17,0,False
Cure Blight,Topic,15,0,False
Cure Disease potion,Topic,31,0,False
Cyrodiil,Topic,5,0,False
Cyrodiilic brandy,Topic,3,0,False
DA_Azura,Journal,6,3,False
DA_Boethiah,Journal,10,2,False
DA_Malacath,Journal,8,1,False
DA_Mehrunes,Journal,5,1,False
DA_Mephala,Journal,9,3,False
DA_MolagBal,Journal,4,3,False
DA_Sheogorath,Journal,9,2,False
Daedra,Topic,5,5,True
Daedra Lords,Topic,1,1,True
Daedra Skin,Topic,13,9,True
Daedra cults,Topic,1,1,True
Daedra worship,Topic,4,3,True
Daedra's Pawn,Topic,1,1,True
Daedra's heart,Topic,2,2,True
Daedric,Topic,2,2,True
Daedric sites,Topic,2,2,True
Daedric summonings,Topic,4,4,True
Dagger of Symmachus,Topic,9,0,False
Dagon Fel,Topic,10,1,False
Dagoth Tanis,Topic,7,0,False
Dagoth Ur,Topic,74,0,False
Dagoth Ur winning,Topic,1,0,False
Dagoth Ur's defenses,Topic,1,0,False
Dagoth Ur's plans,Topic,2,0,False
Dagoth Ur's powers,Topic,1,0,False
Dagoth Ur's servants,Topic,3,0,False
Dagoth brandy,Topic,4,0,False
Dahrk Mezalf,Topic,7,0,False
Dampworm,Topic,4,0,False
Danar Uvelas,Topic,2,0,False
Dandsa,Topic,5,0,False
Daric Bielle,Topic,3,0,False
Darius,Topic,7,0,False
Dark Brotherhood,Topic,53,4,False
Darl Elf savant,Topic,1,0,False
Darts of Judgement,Topic,10,0,False
Davina,Topic,6,0,False
Delte Fyr,Topic,1,0,False
Delvam Andarys,Topic,6,0,False
Delyna Mandas,Topic,17,0,False
Detect Creatures Potion,Topic,16,0,False
Dibella,Topic,6,0,False
Dilborn,Topic,7,0,False
Disappearance of the Dwarves,Topic,11,0,False
Dissapla Mine,Topic,18,0,False
Dissident Priests,Topic,10,0,False
Divayth Fyr,Topic,6,1,False
Divine Intervention,Topic,14,0,False
Divine Intervention scrolls,Topic,5,0,False
Divine Metaphysics,Topic,11,0,False
Dragonbone Cuirass,Topic,9,0,False
Drake's Pride,Topic,9,0,False
Dram Bero,Topic,19,0,False
Dranas Sarathram,Topic,2,0,False
Draramu Hloran,Topic,4,0,False
Dratha,Topic,6,0,False
Dren Plantation,Topic,3,0,False
Drerel was killed,Topic,1,0,False
Drinar Varyon,Topic,17,0,False
Dro'Sakhar,Topic,13,0,False
Dro'Zhirr,Topic,2,0,False
Droops,Topic,11,0,False
Droth Dagger,Topic,19,0,False
Drulene Falen,Topic,2,0,False
Dumac,Topic,1,0,False
Dunirai Caverns,Topic,7,0,False
Dunmer,Topic,14,0,False
Dunmer metropolitan style,Topic,2,0,False
Dunmer savant,Topic,1,0,False
Dunmer scout,Topic,1,0,False
Dunmer urban style,Topic,4,0,False
Dunmer village style,Topic,2,0,False
Dura gra-Bol,Topic,10,0,False
Durzogs,Topic,1,0,False
Duvianus Platorius,Topic,2,0,False
Dwarven,Topic,1,0,False
DwarvenMystery,Journal,1,0,False
Dwemer,Topic,16,0,False
Dwemer Animunculi,Topic,9,0,False
Dwemer Battle Shield,Topic,2,0,False
Dwemer Tube,Topic,11,0,False
Dwemer artifact,Topic,1,0,False
Dwemer artifacts,Topic,23,0,False
Dwemer boots,Topic,2,0,False
Dwemer centurions,Topic,2,0,False
Dwemer goblet,Topic,16,0,False
Dwemer language,Topic,5,0,False
Dwemer piece,Topic,4,0,False
Dwemer puzzle box,Topic,4,0,False
Dwemer ruins,Topic,5,0,False
Dwemer sites,Topic,1,0,False
Dwemer's sin,Topic,1,0,False
EB_Actor,Journal,12,0,False
EB_Bone,Journal,14,0,False
EB_Clients,Journal,6,0,False
EB_DeadMen,Journal,7,0,False
EB_Deed,Journal,7,0,False
EB_Express,Journal,6,0,False
EB_False,Journal,10,0,False
EB_Invisible,Journal,14,0,False
EB_Pest,Journal,8,0,False
EB_Shipment,Journal,7,0,False
EB_TradeSpy,Journal,7,0,False
EB_Unrequited,Journal,13,0,False
East Empire Company,Topic,6,0,False
Ebonheart,Topic,21,0,False
Ebony Mail,Topic,18,0,False
Edryno Arethi,Topic,3,0,False
Egg of Time,Topic,12,0,False
Eggmine,Topic,22,0,False
Elanande,Topic,6,0,False
Elberoth,Topic,9,0,False
Elbert Nermarc,Topic,4,0,False
Eleidon's Ward,Topic,9,0,False
Elf-Skerring,Topic,2,0,False
Elith-Pal Mine,Topic,11,0,False
Elmussa Damori,Topic,10,0,False
Elone,Topic,1,0,False
Elsweyr,Topic,6,0,False
Elven ancestry,Topic,2,0,False
Emperor Crab,Topic,2,0,False
Empire,Topic,20,0,False
Enamor,Topic,10,0,False
End of Times,Topic,7,0,False
Engaer,Topic,6,0,False
Engar Ice-Mane,Topic,9,0,False
Eno Romari,Topic,6,0,False
Erabenimsun,Topic,2,0,False
Erabenimsun Nerevarine,Topic,4,0,False
Erabenimsun camp,Topic,13,0,False
Erich the Unworthy,Topic,18,0,False
Errand,Topic,4,0,False
Estate Sale,Topic,10,0,False
Ethal Seloth,Topic,10,0,False
Ethes Evos,Topic,1,0,False
Eydis Fire-Eye,Topic,6,0,False
FG_AlofsFarm,Journal,6,1,False
FG_BeneranBounty,Journal,4,0,False
FG_BigBosses,Journal,4,0,False
FG_CorprusStalker,Journal,7,0,False
FG_DebtOrc,Journal,5,0,False
FG_DebtStoine,Journal,6,0,False
FG_DeseleDebt,Journal,5,0,False
FG_DissaplaMine,Journal,10,0,False
FG_DuniraiSupply,Journal,5,0,False
FG_Egg_Poachers,Journal,4,0,False
FG_ElithPalSupply,Journal,5,0,False
FG_EngaerBounty,Journal,3,0,False
FG_FindPudai,Journal,3,0,False
FG_HungerLoose,Journal,3,0,False
FG_KhajiitBounty,Journal,5,0,False
FG_KillBosses,Journal,3,0,False
FG_KillCronies,Journal,4,0,False
FG_KillHardHeart,Journal,3,0,False
FG_Nchurdamz,Journal,10,1,False
FG_OrcBounty,Journal,3,0,False
FG_RatHunt,Journal,6,0,False
FG_Sanit,Journal,3,0,False
FG_SilenceMagistrate,Journal,3,0,False
FG_SilenceTaxgirl,Journal,4,0,False
FG_Sottilde,Journal,5,0,False
FG_SuranBandits,Journal,5,0,False
FG_Telasero,Journal,8,0,False
FG_Telvanni_agents,Journal,3,0,False
FG_TenimBounty,Journal,5,1,False
FG_TongueToad,Journal,5,0,False
FG_Vas,Journal,8,0,False
FG_VerethiGang,Journal,3,0,False
Falco Galenus,Topic,10,0,False
Falensarano,Topic,1,0,False
False Gods,Topic,2,0,False
False Incarnate,Topic,20,0,False
Falura Llervu,Topic,2,0,False
Fang of Haynekhtnamet,Topic,9,0,False
Fargoth's hiding place,Topic,10,0,False
Farvyn Oreyn,Topic,2,1,False
Fast Eddie,Topic,1,0,False
Favel Tomb,Topic,1,0,False
Favor,Topic,33,3,False
Fedris Hler,Topic,22,0,False
Fedris Tharen,Topic,8,0,False
Felen Maryon's staff,Topic,11,0,False
Felsen Sethandus,Topic,2,0,False
Fen Madach,Topic,1,0,False
Feruren Oran,Topic,3,0,False
Fevyn Ralen,Topic,4,0,False
Fields of Kummu,Topic,1,0,False
Fifth trial,Topic,5,0,False
Fighters Guild,Topic,30,0,False
Fire and Faith,Topic,11,0,False
First trial,Topic,1,0,False
Flee,Voice,152,0,False
Flesh Made Whole,Topic,13,0,False
Fons Beren,Topic,7,0,False
Food,Topic,2,0,False
Foreign Quarter,Topic,1,0,False
Fork of Horripilation,Topic,2,0,False
Fort Buckmoth,Topic,1,0,False
Fort Darius,Topic,2,0,False
Fort Frostmoth,Topic,19,0,False
Fort Moonmoth,Topic,2,0,False
Fort business,Topic,1,0,False
Forts,Topic,2,0,False
Forven Berano,Topic,8,0,False
Fothyna Herothran,Topic,2,0,False
Founder's Helm,Topic,13,0,False
Four Corners,Topic,10,2,False
Fourth trial,Topic,5,0,False
Foyada Mamaea,Topic,3,0,False
Frald the White,Topic,2,0,False
Furius Acilius,Topic,3,0,False
Gadayn Andarys,Topic,5,0,False
Gaea Artoria,Topic,13,0,False
Galasa Uvayn,Topic,8,0,False
Galmis Dren,Topic,1,0,False
Galom Daeus,Topic,9,0,False
Galur Rithari's papers,Topic,10,0,False
Gambolpuddy,Topic,2,1,False
Game Pieces,Topic,1,0,False
Gang War,Topic,1,0,False
Garisa Llethri,Topic,6,0,False
Gates of Symmachus,Topic,0,0,False
Gateway,Topic,2,0,False
Gateway haunting,Topic,20,0,False
Gavas Drin,Topic,22,0,False
Gedna Relvel,Topic,7,0,False
Gentleman Jim Stacey,Topic,13,0,False
Geon Auline,Topic,4,0,False
Ghostfence,Topic,24,0,False
Ghostgate,Topic,30,0,False
Ghoul heart,Topic,2,0,False
Gildan,Topic,1,0,False
Girith's guar hides,Topic,9,0,False
Glathel,Topic,1,0,False
Gnaar Mok,Topic,10,0,False
Gnisis,Topic,9,0,False
Gnisis Temple,Topic,1,0,False
Godsreach,Topic,16,0,False
Goldbrand,Topic,9,0,False
Golena Sadri,Topic,11,0,False
Gothren,Topic,3,0,False
Goval Ralen,Topic,8,0,False
Grahl,Topic,3,0,False
Grandmaster,Topic,6,0,False
Grandmaster's Retort,Topic,6,0,False
Graring,Topic,6,0,False
Grazelands,Topic,12,0,False
Great Bazaar,Topic,11,0,False
Great Houses,Topic,30,0,False
Greenspore,Topic,4,0,False
Greeting 0,Greeting,51,0,False
Greeting 1,Greeting,1528,4,False
Greeting 2,Greeting,68,0,False
Greeting 3,Greeting,1,0,False
Greeting 4,Greeting,117,0,False
Greeting 5,Greeting,1414,11,False
Greeting 6,Greeting,70,0,False
Greeting 7,Greeting,150,0,False
Greeting 8,Greeting,20,0,False
Greeting 9,Greeting,686,0,False
Grytewake,Topic,2,0,False
Guild Dues,Topic,19,0,False
Guild disciplines,Topic,1,0,False
Guildmaster,Topic,3,0,False
Gurak gro-Bagrat,Topic,1,0,False
Guril Retheran,Topic,8,0,False
HH_AshlanderEbony,Journal,6,0,False
HH_BankCourier,Journal,4,0,False
HH_BankFraud,Journal,9,0,False
HH_BeroSupport,Journal,8,0,False
HH_BuriedTreasure,Journal,5,0,False
HH_CaptureSpy,Journal,9,0,False
HH_Crassius,Journal,3,0,False
HH_DestroyIndarysManor,Journal,3,0,False
HH_DestroyTelUvirith,Journal,3,0,False
HH_DisguisedArmor,Journal,7,0,False
HH_EbonyDelivery,Journal,7,0,False
HH_EggMine,Journal,5,0,False
HH_EscortMerchant,Journal,5,0,False
HH_GuardMerchant,Journal,5,0,False
HH_IndEsp1,Journal,4,0,False
HH_IndEsp2,Journal,6,0,False
HH_IndEsp3,Journal,4,0,False
HH_IndEsp4,Journal,6,0,False
HH_LiteracyCampaign,Journal,4,0,False
HH_NordSmugglers,Journal,4,0,False
HH_Odirniran,Journal,8,0,False
HH_RentCollector,Journal,8,0,False
HH_ReplaceDocs,Journal,5,0,False
HH_Retaliation,Journal,13,0,False
HH_Stronghold,Journal,22,0,False
HH_SunkenTreasure,Journal,3,2,False
HH_TheExterminator,Journal,4,0,False
HH_TwinLamps1,Journal,7,0,False
HH_TwinLamps3,Journal,5,0,False
HH_WinCamonna,Journal,6,0,False
HH_WinSaryoni,Journal,5,0,False
HR_Archmaster,Journal,5,0,False
HR_ArobarKidnap,Journal,7,0,False
HR_AshimanuMine,Journal,3,0,False
HR_AttackRethan,Journal,3,0,False
HR_AttackUvirith,Journal,3,0,False
HR_BillCollect,Journal,9,0,False
HR_CalderaCorrupt,Journal,5,0,False
HR_CalderaDisrupt,Journal,6,0,False
HR_ClearSarethi,Journal,10,0,False
HR_Courier,Journal,6,0,False
HR_CowardDisgrace,Journal,6,0,False
HR_CultElimination,Journal,3,1,False
HR_DagothTanis,Journal,3,0,False
HR_FindDalobar,Journal,8,0,False
HR_FindGiladren,Journal,10,0,False
HR_FindTharen,Journal,6,0,False
HR_FoundersHelm,Journal,5,0,False
HR_GuardGuarHerds,Journal,6,0,False
HR_GuardManor,Journal,0,0,False
HR_GuardSarethi,Journal,5,0,False
HR_HlaanoSlanders,Journal,4,0,False
HR_HonorChallenge,Journal,7,0,False
HR_Kagouti,Journal,3,0,False
HR_KoalCave,Journal,5,0,False
HR_LostBanner,Journal,3,0,False
HR_MadMilk,Journal,7,0,False
HR_MorvaynManor,Journal,4,0,False
HR_MudcrabNest,Journal,7,0,False
HR_OldBlueFin,Journal,3,0,False
HR_OldFlame,Journal,8,0,False
HR_OrethiSisters,Journal,7,0,False
HR_RansomMandas,Journal,7,0,False
HR_RedasTomb,Journal,4,0,False
HR_RescueSarethi,Journal,5,0,False
HR_ShishiReport,Journal,5,0,False
HR_Shurinbaal,Journal,3,0,False
HR_SixthHouseBase,Journal,8,0,False
HR_Stronghold,Journal,27,0,False
HR_TaxCollector,Journal,5,0,False
HT_Archmagister,Journal,3,0,False
HT_AttackIndarys,Journal,3,0,False
HT_AttackRethan,Journal,3,0,False
HT_AurielBow,Journal,3,0,False
HT_BaladasAlly,Journal,5,0,False
